,id,second_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,value_season,total_points,ict_index,web_name,position,value
530,518,Broja,Southampton,4,5.7,52,869,947657,11.9,62,60.0,Broja,Forward,11.9
531,519,Long,Southampton,4,0.2,54,106,25788,0.7,4,5.4,Long,Forward,0.7
532,525,Armstrong,Southampton,4,1.7,58,1194,805922,8.6,50,87.4,A.Armstrong,Forward,8.6
533,546,Valery,Southampton,2,0.5,39,90,60380,0.5,2,1.7,Valery,Defender,0.5
534,567,Silveira Neves Vojnovic,Southampton,2,0.0,44,527,1729,2.0,9,16.5,Lyanco,Defender,2.0
536,641,Caballero,Southampton,1,0.0,44,180,8763,0.5,2,5.4,Caballero,Goalkeeper,0.5
541,353,Lloris,Spurs,1,8.9,54,1620,1097705,15.0,81,41.6,Lloris,Goalkeeper,15.0
544,357,Kane,Spurs,4,13.1,123,1431,2041346,4.3,53,119.4,Kane,Forward,4.3
546,359,Son,Spurs,3,17.6,107,1483,3948011,10.1,108,160.5,Son,Midfielder,10.1
547,360,Doherty,Spurs,2,0.2,47,99,13075,0.9,4,13.0,Doherty,Defender,0.9
548,361,Dier,Spurs,2,6.2,46,1541,1208829,15.0,69,52.9,Dier,Defender,15.0
549,362,Rodrigues Moura da Silva,Spurs,3,7.2,66,1208,897666,8.8,58,92.8,Lucas Moura,Midfielder,8.8
550,363,Alli,Spurs,3,1.1,62,655,342310,4.0,25,25.7,Dele,Midfielder,4.0
551,364,Davies,Spurs,2,2.1,45,750,256109,8.2,37,31.6,Davies,Defender,8.2
552,365,Højbjerg,Spurs,3,3.4,50,1517,557119,12.0,60,77.6,Højbjerg,Midfielder,12.0
553,366,Winks,Spurs,3,1.2,44,363,143951,2.7,12,15.4,Winks,Midfielder,2.7
554,367,Sánchez,Spurs,2,3.3,46,929,484304,13.7,63,44.5,Sánchez,Defender,13.7
555,368,Sessegnon,Spurs,2,0.1,43,164,3642,1.9,8,5.1,Sessegnon,Defender,1.9
556,369,Bergwijn,Spurs,3,0.3,59,309,128430,3.4,20,23.7,Bergwijn,Midfielder,3.4
557,370,Reguilón,Spurs,2,18.3,54,1283,2890165,14.1,76,79.8,Reguilón,Defender,14.1
558,371,Tanganga,Spurs,2,1.1,42,589,401393,6.9,29,22.8,Tanganga,Defender,6.9
559,372,Lo Celso,Spurs,3,0.1,59,215,7840,1.7,10,15.8,Lo Celso,Midfielder,1.7
560,373,Skipp,Spurs,3,0.8,44,1223,195318,7.0,31,31.1,Skipp,Midfielder,7.0
561,374,Rodon,Spurs,2,0.1,43,78,3264,0.2,1,1.9,Rodon,Defender,0.2
562,375,Ndombele,Spurs,3,0.3,57,481,28703,3.9,22,30.4,Ndombele,Midfielder,3.9
564,487,Gil Salvatierra,Spurs,3,0.1,57,85,5287,1.4,8,8.5,Bryan,Midfielder,1.4
565,494,Romero,Spurs,2,0.2,48,533,25569,2.7,13,16.0,Romero,Defender,2.7
567,588,Leite de Souza Junior,Spurs,2,2.3,50,1193,302643,8.8,44,62.1,Emerson Royal,Defender,8.8
572,354,Sissoko,Watford,3,2.4,44,1510,436529,8.0,35,53.8,Sissoko,Midfielder,8.0
573,376,Foster,Watford,1,17.8,41,810,837786,7.3,30,22.7,Foster,Goalkeeper,7.3
574,377,Rose,Watford,2,0.2,42,688,20999,1.7,7,22.4,Rose,Defender,1.7
575,378,Gosling,Watford,3,0.0,47,21,1730,0.2,1,0.3,Gosling,Midfielder,0.2
576,379,Cathcart,Watford,2,0.3,43,1464,36981,4.9,21,36.3,Cathcart,Defender,4.9
577,380,Deeney,Watford,4,0.3,54,23,36912,0.4,2,2.7,Deeney,Forward,0.4
578,381,Cleverley,Watford,3,0.1,48,738,21410,5.0,24,40.8,Cleverley,Midfielder,5.0
579,382,Femenía Far,Watford,2,0.1,43,872,13082,4.7,20,34.5,Femenía,Defender,4.7
581,384,Kabasele,Watford,2,0.0,43,202,2336,0.7,3,5.5,Kabasele,Defender,0.7
583,387,Troost-Ekong,Watford,2,0.1,43,1376,16666,4.0,17,28.2,Troost-Ekong,Defender,4.0
585,389,Bachmann,Watford,1,2.7,43,900,364336,4.9,21,30.0,Bachmann,Goalkeeper,4.9
586,390,Masina,Watford,2,0.1,43,866,6948,2.8,12,29.2,Masina,Defender,2.8
587,391,Sema,Watford,3,0.0,52,418,2148,2.1,11,12.5,Sema,Midfielder,2.1
591,395,Fletcher,Watford,4,0.2,49,28,32930,0.6,3,3.0,Fletcher,Forward,0.6
592,396,Sierralta,Watford,2,0.1,43,427,4043,1.2,5,11.5,Sierralta,Defender,1.2
595,399,Sarr,Watford,3,2.9,58,1030,1894155,9.1,53,84.2,Sarr,Midfielder,9.1
596,400,Ngakia,Watford,2,0.0,43,552,2513,3.0,13,15.1,Ngakia,Defender,3.0
599,403,Louza,Watford,3,0.0,52,423,21806,1.7,9,21.3,Louza,Midfielder,1.7
600,404,Junqueira de Jesus,Watford,4,0.3,54,627,50506,5.7,31,58.4,João Pedro,Forward,5.7
602,450,Dennis,Watford,4,39.7,61,1386,5324687,15.4,94,133.6,Dennis,Forward,15.4
604,467,Etebo,Watford,3,0.1,43,369,31815,1.6,7,8.9,Etebo,Midfielder,1.6
605,468,King,Watford,4,8.3,58,1356,1391823,11.2,65,117.9,King,Forward,11.2
607,472,Hernández Suárez,Watford,4,1.5,50,657,402271,6.4,32,56.6,Cucho,Forward,6.4
608,495,Kucka,Watford,3,0.1,55,1257,12638,5.6,31,47.7,Kucka,Midfielder,5.6
609,557,Tufan,Watford,3,0.0,50,334,2043,2.0,10,9.0,Tufan,Midfielder,2.0
611,618,Nkoulou,Watford,2,0.0,44,167,777,1.1,5,3.5,Nkoulou,Defender,1.1
615,676,Kamara,Watford,2,0.0,45,90,2634,0.4,2,4.0,Kamara,Defender,0.4
616,677,Caetano de Souza Santos,Watford,2,0.0,45,90,737,0.2,1,4.4,Samir,Defender,0.2
617,679,Kayembe,Watford,3,0.0,50,90,202,0.6,3,5.2,Kayembe,Midfielder,0.6
618,128,Zouma,West Ham,2,1.1,54,970,152540,5.9,32,31.4,Zouma,Defender,5.9
619,406,Noble,West Ham,3,0.7,44,94,103882,2.0,9,7.7,Noble,Midfielder,2.0
621,408,Fabianski,West Ham,1,3.5,50,1980,335690,15.8,79,54.9,Fabianski,Goalkeeper,15.8
622,409,Ogbonna,West Ham,2,0.3,49,921,81182,8.2,40,24.0,Ogbonna,Defender,8.2
624,411,Cresswell,West Ham,2,6.6,53,1320,817331,12.1,64,76.3,Cresswell,Defender,12.1
625,412,Yarmolenko,West Ham,3,0.1,51,87,7154,2.0,10,11.6,Yarmolenko,Midfielder,2.0
626,413,Antonio,West Ham,4,43.0,79,1840,6818015,12.4,98,183.4,Antonio,Forward,12.4
627,414,Dawson,West Ham,2,1.0,49,1431,107814,8.0,39,61.8,Dawson,Defender,8.0
628,415,Fredericks,West Ham,2,0.1,44,2,4480,0.2,1,0.0,Fredericks,Defender,0.2
629,416,Lanzini,West Ham,3,0.9,58,764,117018,9.1,53,59.0,Lanzini,Midfielder,9.1
630,417,Masuaku,West Ham,2,0.4,44,499,53897,6.1,27,24.3,Masuaku,Defender,6.1
631,418,Coufal,West Ham,2,6.7,47,1452,647262,9.6,45,71.6,Coufal,Defender,9.6
632,419,Benrahma,West Ham,3,13.6,59,1436,4035450,15.1,89,115.5,Benrahma,Midfielder,15.1
633,420,Bowen,West Ham,3,26.2,68,1858,2825635,17.9,122,177.8,Bowen,Midfielder,17.9
634,421,Rice,West Ham,3,4.8,51,1890,612239,12.5,64,93.1,Rice,Midfielder,12.5
635,422,Soucek,West Ham,3,4.2,57,1788,345187,11.9,68,100.2,Soucek,Midfielder,11.9
636,423,Fornals,West Ham,3,1.5,60,1512,555845,12.7,76,111.8,Fornals,Midfielder,12.7
637,424,Diop,West Ham,2,0.5,43,716,46460,4.7,20,15.7,Diop,Defender,4.7
638,425,Johnson,West Ham,2,3.7,40,802,490161,7.5,30,31.8,Johnson,Defender,7.5
643,582,Vlasic,West Ham,3,0.0,57,352,9180,3.5,20,20.3,Vlasic,Midfielder,3.5
644,589,Kral,West Ham,3,0.1,44,1,24790,0.2,1,0.0,Kral,Midfielder,0.2
645,617,Ashby,West Ham,2,0.0,40,6,3818,0.2,1,0.3,Ashby,Defender,0.2
646,634,Perkins,West Ham,3,0.0,45,3,423,0.2,1,0.0,Perkins,Midfielder,0.2
650,426,Santos Moutinho,Wolves,3,0.7,49,1659,124094,11.2,55,72.4,Moutinho,Midfielder,11.2
653,429,Coady,Wolves,2,9.7,46,1796,984877,18.7,86,52.6,Coady,Defender,18.7
654,430,Jiménez,Wolves,4,4.6,74,1554,1854891,8.5,63,109.8,Jiménez,Forward,8.5
655,431,Saïss,Wolves,2,1.9,50,1658,389888,16.2,81,67.2,Saïss,Defender,16.2
656,432,Marçal,Wolves,2,1.9,42,954,970532,11.2,47,26.3,Marçal,Defender,11.2
658,434,Dendoncker,Wolves,3,0.1,47,783,13439,5.7,27,30.6,Dendoncker,Midfielder,5.7
659,435,Traoré,Wolves,3,1.4,56,1054,525856,7.7,43,76.4,Traoré,Midfielder,7.7
660,436,da Silva Neves,Wolves,3,0.9,53,1434,96601,8.3,44,62.6,Neves,Midfielder,8.3
661,437,Cabral Semedo,Wolves,2,2.6,48,1569,511555,14.2,68,59.8,Semedo,Defender,14.2
662,438,Castelo Podence,Wolves,3,0.2,55,603,37394,5.5,30,52.2,Podence,Midfielder,5.5
663,439,Kilman,Wolves,2,1.3,45,1800,169028,17.1,77,62.0,Kilman,Defender,17.1
664,440,Gibbs-White,Wolves,3,0.1,45,7,7872,0.2,1,2.1,Gibbs-White,Midfielder,0.2
667,443,Hoever,Wolves,2,1.9,39,192,197464,2.8,11,5.8,Hoever,Defender,2.8
669,445,Silva,Wolves,4,0.3,56,56,28566,1.8,10,6.2,Fabio Silva,Forward,1.8
672,461,Machado Mota de Castro Trincão,Wolves,3,0.3,56,935,123572,6.1,34,55.8,Trincão,Midfielder,6.1
673,470,Ait Nouri,Wolves,2,0.7,43,808,135636,12.1,52,47.7,Ait Nouri,Defender,12.1
674,475,Malheiro de Sá,Wolves,1,6.4,52,1800,904773,18.3,95,57.0,Sá,Goalkeeper,18.3
676,547,Cundle,Wolves,3,0.1,45,1,11200,0.2,1,0.0,Cundle,Midfielder,0.2
679,583,Hwang,Wolves,4,3.0,54,981,1612335,8.7,47,55.7,Hwang,Forward,8.7
684,685,Gomes,Wolves,2,0.0,45,90,44,0.4,2,2.0,Toti,Defender,0.4
