,id_full_season,player_name,games_full_season,time_full_season,goals_full_season,xG_full_season,assists_full_season,xA_full_season,shots_full_season,key_passes_full_season,yellow_cards_full_season,red_cards_full_season,position,team_title,npg_full_season,npxG_full_season,xGChain_full_season,xGBuildup_full_season,fpl_id
311,2383.0,André Gomes,8.0,333.0,0.0,0.9330221293494105,1.0,0.15643618162721395,11.0,4.0,1.0,0.0,M S,Everton,0.0,0.9330221293494105,1.3819460663944483,0.41718312352895737,172.0
312,2958.0,Oleksandr Zinchenko,7.0,501.0,0.0,0.15708946995437145,1.0,0.458853330463171,5.0,4.0,0.0,0.0,D S,Manchester City,0.0,0.15708946995437145,4.740163296461105,4.344208270311356,264.0
313,3203.0,Issa Diop,8.0,720.0,0.0,0.028649168089032173,0.0,0.0,1.0,0.0,0.0,0.0,D,West Ham,0.0,0.028649168089032173,1.5376229658722878,1.5376229658722878,424.0
314,3303.0,Ricardo Pereira,8.0,600.0,0.0,0.2407103180885315,2.0,0.7427166234701872,3.0,6.0,1.0,0.0,D M,Leicester,0.0,0.2407103180885315,3.0260070860385895,2.317450739443302,207.0
315,3387.0,Nicolas N&#039;Koulou,3.0,167.0,0.0,0.0,0.0,0.012984516099095345,0.0,1.0,0.0,0.0,D S,Watford,0.0,0.0,0.0964711457490921,0.0964711457490921,
316,3389.0,Benjamin Mendy,1.0,80.0,0.0,0.0,0.0,0.28852787613868713,0.0,2.0,0.0,0.0,D,Manchester City,0.0,0.0,0.16540543735027313,0.13293083012104034,253.0
317,3428.0,Hélder Costa,1.0,20.0,0.0,0.018221013247966766,0.0,0.0,1.0,0.0,0.0,0.0,S,Leeds,0.0,0.018221013247966766,0.0,0.0,192.0
318,3696.0,Morgan Sanson,6.0,220.0,0.0,0.011810557916760445,0.0,0.0,1.0,0.0,0.0,0.0,M S,Aston Villa,0.0,0.011810557916760445,0.5795503724366426,0.5677398145198822,34.0
319,3729.0,Hassane Kamara,1.0,90.0,0.0,0.0,0.0,0.012768365442752838,0.0,1.0,0.0,0.0,D,Watford,0.0,0.0,0.5502275228500366,0.537459135055542,
320,4401.0,Emiliano Martinez,19.0,1710.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,GK,Aston Villa,0.0,0.0,0.622052788734436,0.622052788734436,30.0
321,4422.0,Ashley Barnes,8.0,371.0,0.0,0.6575422324240208,0.0,0.38674530386924744,8.0,6.0,2.0,0.0,F S,Burnley,0.0,0.6575422324240208,1.1727782972157001,0.12849079351872206,105.0
322,4475.0,Jed Steer,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Aston Villa,0.0,0.0,0.010699876584112644,0.010699876584112644,28.0
323,4764.0,Jean-Philippe Gbamin,3.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M S,Everton,0.0,0.0,0.05828259512782097,0.05828259512782097,
324,5043.0,Kiko Femenía,12.0,880.0,0.0,0.030327491462230682,3.0,1.0497406870126724,2.0,7.0,1.0,0.0,D S,Watford,0.0,0.030327491462230682,1.7634205222129822,1.3411550521850586,382.0
325,5061.0,Kepa,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Chelsea,0.0,0.0,0.5946297645568848,0.5946297645568848,129.0
326,5191.0,Álvaro Fernández,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Brentford,0.0,0.0,0.3428560942411423,0.3428560942411423,
327,5544.0,Angus Gunn,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Norwich,0.0,0.0,0.0,0.0,448.0
328,5545.0,Wilfred Ndidi,13.0,1170.0,0.0,0.41695755533874035,0.0,0.04643929377198219,10.0,1.0,3.0,0.0,D M,Leicester,0.0,0.41695755533874035,3.5744842952117324,3.3081367360427976,216.0
329,5549.0,Luka Milivojevic,10.0,581.0,0.0,0.24721522256731987,0.0,0.5382447391748428,7.0,7.0,1.0,0.0,M S,Crystal Palace,0.0,0.24721522256731987,2.6723447665572166,2.3512011133134365,152.0
330,5552.0,Nick Pope,15.0,1350.0,0.0,0.0,0.0,0.04805099219083786,0.0,1.0,0.0,0.0,GK,Burnley,0.0,0.0,1.4258227534592152,1.3777717612683773,112.0
331,5568.0,Connor Roberts,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Burnley,0.0,0.0,0.0,0.0,
332,5584.0,Aaron Wan-Bissaka,15.0,1345.0,0.0,0.0629079844802618,0.0,0.8008440546691418,2.0,11.0,2.0,0.0,D M,Manchester United,0.0,0.0629079844802618,3.988070011138916,3.3130639791488647,288.0
333,5603.0,Aaron Ramsdale,17.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GK,Arsenal,0.0,0.0,1.687067149206996,1.687067149206996,
