,id_full_season,player_name,games_full_season,time_full_season,goals_full_season,xG_full_season,assists_full_season,xA_full_season,shots_full_season,key_passes_full_season,yellow_cards_full_season,red_cards_full_season,position,team_title,npg_full_season,npxG_full_season,xGChain_full_season,xGBuildup_full_season,fpl_id
69,8288.0,Tomas Soucek,20.0,1790.0,3.0,3.389506410807371,1.0,1.1302968598902225,29.0,11.0,2.0,0.0,M,West Ham,3.0,3.389506410807371,5.757142096757889,3.314078025519848,422.0
70,343.0,Pierre-Emile Højbjerg,17.0,1521.0,2.0,1.4325250554829836,1.0,0.7724079005420208,16.0,11.0,1.0,0.0,M,Tottenham,2.0,1.4325250554829836,8.71004281193018,6.695818267762661,365.0
71,484.0,Divock Origi,3.0,27.0,2.0,0.797816552221775,0.0,0.0,5.0,0.0,0.0,0.0,S,Liverpool,2.0,0.797816552221775,0.859704926609993,0.06188836693763733,235.0
72,501.0,Danny Welbeck,7.0,307.0,2.0,0.7010905183851719,0.0,0.10754864290356636,7.0,2.0,0.0,0.0,F M S,Brighton,2.0,0.7010905183851719,0.8822587318718433,0.17001540027558804,447.0
73,556.0,Marcus Rashford,11.0,608.0,2.0,1.303605742752552,1.0,1.3154741376638412,12.0,6.0,1.0,0.0,F M S,Manchester United,2.0,1.303605742752552,3.829890387132764,1.4412723053246737,281.0
74,558.0,Jesse Lingard,8.0,72.0,2.0,0.5119635220617056,0.0,0.0710409414023161,4.0,2.0,0.0,0.0,S,Manchester United,2.0,0.5119635220617056,0.6898438557982445,0.13382072001695633,276.0
75,605.0,Jordan Henderson,18.0,1404.0,2.0,0.8708809148520231,3.0,2.6615447718650103,18.0,22.0,2.0,0.0,M S,Liverpool,2.0,0.8708809148520231,10.924823727458715,7.964886341243982,222.0
76,620.0,Kelechi Iheanacho,14.0,572.0,2.0,2.008420269936323,4.0,2.1163385026156902,15.0,11.0,0.0,0.0,F S,Leicester,2.0,2.008420269936323,5.085203098133206,1.3089868687093258,213.0
77,675.0,Jack Grealish,15.0,1176.0,2.0,4.446282505989075,2.0,2.8335583368316293,28.0,33.0,1.0,0.0,F M S,Manchester City,2.0,4.446282505989075,12.245570965111256,6.298799745738506,33.0
78,751.0,N&#039;Golo Kanté,13.0,860.0,2.0,0.8508283514529467,1.0,1.0240569952875376,8.0,7.0,1.0,0.0,M S,Chelsea,2.0,0.8508283514529467,5.430030312389135,3.6042959354817867,130.0
