,id,second_name,team,element_type,selected_by_percent,now_cost,minutes,transfers_in,value_season,total_points,ict_index,web_name,position,value
495,456,Gibson,Norwich,2,0.1,44,1414,5436,5.7,25,49.6,Gibson,Defender,5.7
496,457,Giannoulis,Norwich,2,0.1,44,532,5154,5.0,22,22.7,Giannoulis,Defender,5.0
497,471,Lees-Melou,Norwich,3,0.1,48,1070,13545,5.6,27,53.1,Lees-Melou,Midfielder,5.6
498,515,Mumba,Norwich,2,0.3,39,45,18099,0.0,0,1.3,Mumba,Defender,0.0
499,516,Sargent,Norwich,4,0.1,54,891,25433,5.0,27,35.3,Sargent,Forward,5.0
500,528,Tzolis,Norwich,3,0.0,48,298,5155,2.5,12,21.1,Tzolis,Midfielder,2.5
501,580,Kabak,Norwich,2,0.1,44,743,10369,3.6,16,21.8,Kabak,Defender,3.6
502,581,Normann,Norwich,3,0.1,45,703,66051,5.8,26,34.6,Normann,Midfielder,5.8
504,648,Rowe,Norwich,3,0.0,44,37,679,0.5,2,1.8,Rowe,Midfielder,0.5
508,332,Walcott,Southampton,3,0.1,58,375,6354,1.9,11,9.7,Walcott,Midfielder,1.9
509,333,Forster,Southampton,1,0.7,44,270,40789,2.7,12,11.4,Forster,Goalkeeper,2.7
510,334,McCarthy,Southampton,1,1.8,44,1350,469308,12.0,53,31.7,McCarthy,Goalkeeper,12.0
511,335,Romeu Vidal,Southampton,3,0.4,45,1549,67509,8.2,37,57.6,Romeu,Midfielder,8.2
512,336,Redmond,Southampton,3,0.2,59,1202,53224,8.5,50,83.0,Redmond,Midfielder,8.5
513,338,Stephens,Southampton,2,0.1,44,486,3166,2.3,10,16.8,Stephens,Defender,2.3
514,339,Armstrong,Southampton,3,0.1,58,233,9576,1.4,8,14.7,S.Armstrong,Midfielder,1.4
515,341,Ward-Prowse,Southampton,3,3.2,63,1595,349328,12.2,77,120.7,Ward-Prowse,Midfielder,12.2
516,342,Walker-Peters,Southampton,2,0.4,48,1166,47495,7.7,37,56.5,Walker-Peters,Defender,7.7
517,343,Bednarek,Southampton,2,1.0,44,1254,118110,14.3,63,56.8,Bednarek,Defender,14.3
519,345,Adams,Southampton,4,0.8,68,891,240420,7.8,53,68.7,Adams,Forward,7.8
520,346,Tella,Southampton,3,0.1,47,515,5962,3.2,15,21.7,Tella,Midfielder,3.2
521,347,Smallbone,Southampton,3,0.0,45,69,23363,0.4,2,2.6,Smallbone,Midfielder,0.4
523,349,Diallo,Southampton,3,0.2,45,679,23212,7.3,33,33.2,Diallo,Midfielder,7.3
524,350,Djenepo,Southampton,3,0.0,52,427,4505,1.7,9,25.3,Djenepo,Midfielder,1.7
525,351,Salisu,Southampton,2,0.2,45,1621,36393,8.0,36,59.5,Salisu,Defender,8.0
526,460,Perraud,Southampton,2,0.1,48,701,8478,4.6,22,20.3,Perraud,Defender,4.6
527,491,Livramento,Southampton,2,13.0,43,1615,2342172,12.6,54,67.0,Livramento,Defender,12.6
528,517,Elyounoussi,Southampton,3,0.1,54,903,33191,7.0,38,62.9,Elyounoussi,Midfielder,7.0
529,518,Broja,Southampton,4,5.7,53,792,938325,11.3,60,57.3,Broja,Forward,11.3
530,519,Long,Southampton,4,0.2,54,106,25682,0.7,4,5.4,Long,Forward,0.7
531,525,Armstrong,Southampton,4,1.7,58,1182,805544,8.4,49,87.3,A.Armstrong,Forward,8.4
532,546,Valery,Southampton,2,0.5,39,90,60116,0.5,2,1.7,Valery,Defender,0.5
533,567,Silveira Neves Vojnovic,Southampton,2,0.0,44,437,1716,2.0,9,15.0,Lyanco,Defender,2.0
535,641,Caballero,Southampton,1,0.0,44,180,8742,0.5,2,5.4,Caballero,Goalkeeper,0.5
540,353,Lloris,Spurs,1,9.0,54,1620,1096090,15.0,81,41.6,Lloris,Goalkeeper,15.0
543,357,Kane,Spurs,4,13.1,123,1431,2029432,4.3,53,119.4,Kane,Forward,4.3
545,359,Son,Spurs,3,19.0,107,1483,3947114,10.1,108,160.5,Son,Midfielder,10.1
546,360,Doherty,Spurs,2,0.2,47,99,13014,0.9,4,13.0,Doherty,Defender,0.9
547,361,Dier,Spurs,2,6.5,46,1541,1208762,15.0,69,52.9,Dier,Defender,15.0
548,362,Rodrigues Moura da Silva,Spurs,3,7.3,66,1208,894527,8.8,58,92.8,Lucas Moura,Midfielder,8.8
549,363,Alli,Spurs,3,1.1,62,655,342148,4.0,25,25.7,Dele,Midfielder,4.0
550,364,Davies,Spurs,2,2.1,45,750,255691,8.2,37,31.6,Davies,Defender,8.2
551,365,Højbjerg,Spurs,3,3.5,50,1517,556596,12.0,60,77.6,Højbjerg,Midfielder,12.0
552,366,Winks,Spurs,3,1.2,44,363,143427,2.7,12,15.4,Winks,Midfielder,2.7
553,367,Sánchez,Spurs,2,3.3,46,929,480574,13.7,63,44.5,Sánchez,Defender,13.7
554,368,Sessegnon,Spurs,2,0.1,43,164,3613,1.9,8,5.1,Sessegnon,Defender,1.9
555,369,Bergwijn,Spurs,3,0.3,59,309,128362,3.4,20,23.7,Bergwijn,Midfielder,3.4
556,370,Reguilón,Spurs,2,18.4,54,1283,2882989,14.1,76,79.8,Reguilón,Defender,14.1
557,371,Tanganga,Spurs,2,1.2,42,589,401104,6.9,29,22.8,Tanganga,Defender,6.9
558,372,Lo Celso,Spurs,3,0.1,59,215,7769,1.7,10,15.8,Lo Celso,Midfielder,1.7
559,373,Skipp,Spurs,3,0.8,44,1223,195050,7.0,31,31.1,Skipp,Midfielder,7.0
560,374,Rodon,Spurs,2,0.1,43,78,3256,0.2,1,1.9,Rodon,Defender,0.2
561,375,Ndombele,Spurs,3,0.3,57,481,28605,3.9,22,30.4,Ndombele,Midfielder,3.9
563,487,Gil Salvatierra,Spurs,3,0.1,57,85,5272,1.4,8,8.5,Bryan,Midfielder,1.4
564,494,Romero,Spurs,2,0.2,48,533,25532,2.7,13,16.0,Romero,Defender,2.7
566,588,Leite de Souza Junior,Spurs,2,2.3,50,1193,300329,8.8,44,62.1,Emerson Royal,Defender,8.8
571,354,Sissoko,Watford,3,2.4,44,1420,435159,7.7,34,51.7,Sissoko,Midfielder,7.7
572,376,Foster,Watford,1,17.8,41,720,830639,6.8,28,22.4,Foster,Goalkeeper,6.8
573,377,Rose,Watford,2,0.2,42,688,20941,1.7,7,22.4,Rose,Defender,1.7
574,378,Gosling,Watford,3,0.0,47,21,1720,0.2,1,0.3,Gosling,Midfielder,0.2
575,379,Cathcart,Watford,2,0.3,43,1374,36400,4.4,19,32.4,Cathcart,Defender,4.4
576,380,Deeney,Watford,4,0.3,54,23,36912,0.4,2,2.7,Deeney,Forward,0.4
577,381,Cleverley,Watford,3,0.1,48,725,21363,4.8,23,40.8,Cleverley,Midfielder,4.8
578,382,Femenía Far,Watford,2,0.1,43,848,12644,3.7,16,29.9,Femenía,Defender,3.7
580,384,Kabasele,Watford,2,0.0,43,202,2326,0.7,3,5.5,Kabasele,Defender,0.7
582,387,Troost-Ekong,Watford,2,0.1,43,1376,16666,4.0,17,28.2,Troost-Ekong,Defender,4.0
584,389,Bachmann,Watford,1,2.8,43,900,363906,4.9,21,30.0,Bachmann,Goalkeeper,4.9
585,390,Masina,Watford,2,0.1,43,866,6947,2.8,12,29.2,Masina,Defender,2.8
586,391,Sema,Watford,3,0.0,52,418,2135,2.1,11,12.5,Sema,Midfielder,2.1
590,395,Fletcher,Watford,4,0.2,49,28,32825,0.6,3,3.0,Fletcher,Forward,0.6
591,396,Sierralta,Watford,2,0.1,43,427,4035,1.2,5,11.5,Sierralta,Defender,1.2
594,399,Sarr,Watford,3,2.9,58,1030,1894137,9.1,53,84.2,Sarr,Midfielder,9.1
595,400,Ngakia,Watford,2,0.0,43,487,2458,2.6,11,11.2,Ngakia,Defender,2.6
598,403,Louza,Watford,3,0.0,52,423,21803,1.7,9,21.3,Louza,Midfielder,1.7
599,404,Junqueira de Jesus,Watford,4,0.3,54,537,47692,4.3,23,43.6,João Pedro,Forward,4.3
601,450,Dennis,Watford,4,39.5,61,1303,5300821,15.1,92,128.4,Dennis,Forward,15.1
603,467,Etebo,Watford,3,0.1,43,369,31650,1.6,7,8.9,Etebo,Midfielder,1.6
604,468,King,Watford,4,8.3,58,1266,1386373,10.9,63,110.2,King,Forward,10.9
606,472,Hernández Suárez,Watford,4,1.5,50,651,401422,6.2,31,56.5,Cucho,Forward,6.2
607,495,Kucka,Watford,3,0.1,55,1181,12518,5.3,29,44.6,Kucka,Midfielder,5.3
608,557,Tufan,Watford,3,0.0,50,334,2038,2.0,10,9.0,Tufan,Midfielder,2.0
610,618,Nkoulou,Watford,2,0.0,44,167,776,1.1,5,3.5,Nkoulou,Defender,1.1
617,128,Zouma,West Ham,2,1.1,54,970,152486,5.9,32,31.4,Zouma,Defender,5.9
618,406,Noble,West Ham,3,0.7,44,94,103853,2.0,9,7.7,Noble,Midfielder,2.0
620,408,Fabianski,West Ham,1,3.6,50,1890,334482,15.6,78,53.0,Fabianski,Goalkeeper,15.6
621,409,Ogbonna,West Ham,2,0.3,49,921,81172,8.2,40,24.0,Ogbonna,Defender,8.2
623,411,Cresswell,West Ham,2,6.5,53,1230,811927,10.9,58,65.3,Cresswell,Defender,10.9
624,412,Yarmolenko,West Ham,3,0.1,51,66,7138,2.0,10,10.2,Yarmolenko,Midfielder,2.0
625,413,Antonio,West Ham,4,42.9,79,1750,6788236,11.9,94,175.3,Antonio,Forward,11.9
626,414,Dawson,West Ham,2,1.0,49,1341,107487,7.8,38,57.5,Dawson,Defender,7.8
627,415,Fredericks,West Ham,2,0.1,44,2,4454,0.2,1,0.0,Fredericks,Defender,0.2
628,416,Lanzini,West Ham,3,0.9,58,674,114919,9.0,52,53.6,Lanzini,Midfielder,9.0
629,417,Masuaku,West Ham,2,0.4,44,470,53795,5.9,26,23.6,Masuaku,Defender,5.9
630,418,Coufal,West Ham,2,6.7,47,1362,645014,9.4,44,65.4,Coufal,Defender,9.4
631,419,Benrahma,West Ham,3,14.0,59,1436,4035273,15.1,89,115.5,Benrahma,Midfielder,15.1
632,420,Bowen,West Ham,3,25.2,67,1768,2735620,17.2,115,169.3,Bowen,Midfielder,17.2
633,421,Rice,West Ham,3,4.8,51,1800,609819,12.2,62,89.6,Rice,Midfielder,12.2
634,422,Soucek,West Ham,3,4.3,57,1788,345105,11.9,68,100.2,Soucek,Midfielder,11.9
635,423,Fornals,West Ham,3,1.5,60,1444,554406,11.3,68,100.8,Fornals,Midfielder,11.3
636,424,Diop,West Ham,2,0.5,43,630,46094,4.4,19,13.7,Diop,Defender,4.4
637,425,Johnson,West Ham,2,3.7,40,802,489338,7.5,30,31.8,Johnson,Defender,7.5
642,582,Vlasic,West Ham,3,0.0,57,292,9111,3.2,18,19.8,Vlasic,Midfielder,3.2
643,589,Kral,West Ham,3,0.1,44,1,24762,0.2,1,0.0,Kral,Midfielder,0.2
644,617,Ashby,West Ham,2,0.0,40,6,3808,0.2,1,0.3,Ashby,Defender,0.2
649,426,Santos Moutinho,Wolves,3,0.7,49,1569,122479,10.8,53,70.1,Moutinho,Midfielder,10.8
652,429,Coady,Wolves,2,9.1,46,1706,934721,16.7,77,45.1,Coady,Defender,16.7
653,430,Jiménez,Wolves,4,4.5,74,1475,1842296,7.8,58,102.0,Jiménez,Forward,7.8
654,431,Saïss,Wolves,2,2.0,51,1658,389654,15.9,81,67.2,Saïss,Defender,15.9
655,432,Marçal,Wolves,2,2.0,42,954,969660,11.2,47,26.3,Marçal,Defender,11.2
657,434,Dendoncker,Wolves,3,0.1,47,693,13356,5.3,25,28.9,Dendoncker,Midfielder,5.3
658,435,Traoré,Wolves,3,1.4,56,1042,524556,6.6,37,71.1,Traoré,Midfielder,6.6
659,436,da Silva Neves,Wolves,3,0.9,53,1434,96473,8.3,44,62.6,Neves,Midfielder,8.3
660,437,Cabral Semedo,Wolves,2,2.6,48,1479,507733,13.8,66,57.9,Semedo,Defender,13.8
661,438,Castelo Podence,Wolves,3,0.2,55,513,36790,5.3,29,48.3,Podence,Midfielder,5.3
662,439,Kilman,Wolves,2,1.2,45,1710,158120,16.0,72,58.7,Kilman,Defender,16.0
663,440,Gibbs-White,Wolves,3,0.1,45,7,7872,0.2,1,2.1,Gibbs-White,Midfielder,0.2
666,443,Hoever,Wolves,2,1.9,39,192,196496,2.8,11,5.8,Hoever,Defender,2.8
668,445,Silva,Wolves,4,0.3,56,46,28297,1.6,9,3.9,Fabio Silva,Forward,1.6
671,461,Machado Mota de Castro Trincão,Wolves,3,0.3,56,858,123451,5.5,31,53.6,Trincão,Midfielder,5.5
672,470,Ait Nouri,Wolves,2,0.6,43,718,126514,9.5,41,41.1,Ait Nouri,Defender,9.5
673,475,Malheiro de Sá,Wolves,1,6.0,52,1710,877871,16.9,88,50.2,Sá,Goalkeeper,16.9
678,583,Hwang,Wolves,4,3.0,54,981,1612218,8.7,47,55.7,Hwang,Forward,8.7
